issue,detail_id,squib,detail_index,source_url,registry_status,http_status,registry_error,updated_at,saved_path,parse_outcome
http_error_mislabeled_downloaded,1971ZAG/SEH3510-3517:3,1971ZAG/SEH3510-3517,3,https://kinetics.nist.gov/solution/Detail?id=1971ZAG/SEH3510-3517:3,downloaded,500,,2026-06-24T16:04:24.691391+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1971ZAG_SEH3510-3517_3_20260624T160423_1c5ff64d6aaa.html,blank_reaction
http_error_mislabeled_downloaded,1972FAR/PEC1021-1039:9,1972FAR/PEC1021-1039,9,https://kinetics.nist.gov/solution/Detail?id=1972FAR/PEC1021-1039:9,downloaded,500,,2026-06-21T06:56:40.946591+00:00,data/new_solution/boundary_probe/boundary_20260620_190527/boundary_detail_1972FAR_PEC1021-1039_9_20260620T190759_58b04c0b7106.html,blank_reaction
http_error_mislabeled_downloaded,1972KUZ/CHI639-644:1,1972KUZ/CHI639-644,1,https://kinetics.nist.gov/solution/Detail?id=1972KUZ/CHI639-644:1,downloaded,500,,2026-07-01T07:34:00.807234+00:00,data/new_solution/boundary_probe/boundary_20260627_103328/boundary_detail_1972KUZ_CHI639-644_1_20260627T110300_36bfc0e32051.html,missing_record
http_error_mislabeled_downloaded,1972LAR/FES9062-9073:1,1972LAR/FES9062-9073,1,https://kinetics.nist.gov/solution/Detail?id=1972LAR/FES9062-9073:1,downloaded,500,,2026-07-01T08:45:30.158699+00:00,data/new_solution/boundary_probe/boundary_20260625_140556/boundary_detail_1972LAR_FES9062-9073_1_20260625T140608_80c9149f0dac.html,missing_record
http_error_mislabeled_downloaded,1972MAR/SEH1243-1253B:3,1972MAR/SEH1243-1253B,3,https://kinetics.nist.gov/solution/Detail?id=1972MAR/SEH1243-1253B:3,downloaded,500,,2026-06-24T16:03:32.743257+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1972MAR_SEH1243-1253B_3_20260624T160331_7dada98d023a.html,blank_reaction
http_error_mislabeled_downloaded,1972MAT/MAH1265-1272:2,1972MAT/MAH1265-1272,2,https://kinetics.nist.gov/solution/Detail?id=1972MAT/MAH1265-1272:2,downloaded,500,,2026-06-21T10:17:36.367497+00:00,data/new_solution/boundary_probe/boundary_20260621_101630/boundary_detail_1972MAT_MAH1265-1272_2_20260621T101734_a95412fd0e61.html,blank_reaction
http_error_mislabeled_downloaded,1972PAT/BAN9028-9032:10,1972PAT/BAN9028-9032,10,https://kinetics.nist.gov/solution/Detail?id=1972PAT/BAN9028-9032:10,downloaded,500,,2026-06-24T16:08:44.514034+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1972PAT_BAN9028-9032_10_20260624T160842_37bb8290b28e.html,blank_reaction
http_error_mislabeled_downloaded,1972RAB/KLU1095-1106:3,1972RAB/KLU1095-1106,3,https://kinetics.nist.gov/solution/Detail?id=1972RAB/KLU1095-1106:3,downloaded,500,,2026-06-24T16:13:14.386229+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1972RAB_KLU1095-1106_3_20260624T161312_7fc030ab5b50.html,blank_reaction
http_error_mislabeled_downloaded,1972SAV/SHE283-286:2,1972SAV/SHE283-286,2,https://kinetics.nist.gov/solution/Detail?id=1972SAV/SHE283-286:2,downloaded,500,,2026-06-24T15:56:52.796057+00:00,data/nist_solution/archive/oh_20260522T072818Z/detail_rr_20260525T165454_47a7e4565d36.html,blank_reaction
http_error_mislabeled_downloaded,1972SCH649-659:4,1972SCH649-659,4,https://kinetics.nist.gov/solution/Detail?id=1972SCH649-659:4,downloaded,502,,2026-06-24T15:57:07.080824+00:00,data/nist_solution/archive/i2_20260522T072510Z/detail_rr_20260524T060500_1e697f3cfbae.html,blank_reaction
http_error_mislabeled_downloaded,1972SIM/HAY507-511:9,1972SIM/HAY507-511,9,https://kinetics.nist.gov/solution/Detail?id=1972SIM/HAY507-511:9,downloaded,500,,2026-06-24T16:07:57.170945+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1972SIM_HAY507-511_9_20260624T160755_7fca4ec97737.html,blank_reaction
http_error_mislabeled_downloaded,1973ASM/MOE1218-1221:1,1973ASM/MOE1218-1221,1,https://kinetics.nist.gov/solution/Detail?id=1973ASM/MOE1218-1221:1,downloaded,500,,2026-07-01T07:35:16.350031+00:00,data/new_solution/boundary_probe/boundary_20260627_103328/boundary_detail_1973ASM_MOE1218-1221_1_20260627T104309_58635d193cb0.html,missing_record
http_error_mislabeled_downloaded,1973BUX/DAI243-254:1,1973BUX/DAI243-254,1,https://kinetics.nist.gov/solution/Detail?id=1973BUX/DAI243-254:1,downloaded,500,,2026-07-02T09:14:39.736711+00:00,data/new_solution/boundary_probe/boundary_20260627_103328/boundary_detail_1973BUX_DAI243-254_1_20260627T110354_a65dfff83138.html,missing_record
http_error_mislabeled_downloaded,1973FOR/FRI396-400:2,1973FOR/FRI396-400,2,https://kinetics.nist.gov/solution/Detail?id=1973FOR/FRI396-400:2,downloaded,500,,2026-06-24T16:00:18.801050+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1973FOR_FRI396-400_2_20260624T160017_0078f314d6a9.html,blank_reaction
http_error_mislabeled_downloaded,1973GRI/GOR2383-2392:1,1973GRI/GOR2383-2392,1,https://kinetics.nist.gov/solution/Detail?id=1973GRI/GOR2383-2392:1,downloaded,500,,2026-07-01T07:49:31.926456+00:00,data/new_solution/boundary_probe/boundary_20260627_103328/boundary_detail_1973GRI_GOR2383-2392_1_20260627T110308_7b42204082c1.html,missing_record
http_error_mislabeled_downloaded,1973JAY/PAR1079-1089:3,1973JAY/PAR1079-1089,3,https://kinetics.nist.gov/solution/Detail?id=1973JAY/PAR1079-1089:3,downloaded,500,,2026-06-24T16:01:20.268712+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1973JAY_PAR1079-1089_3_20260624T160118_b80230e1d1d3.html,blank_reaction
http_error_mislabeled_downloaded,1973KLU/FRI2786-2790:2,1973KLU/FRI2786-2790,2,https://kinetics.nist.gov/solution/Detail?id=1973KLU/FRI2786-2790:2,downloaded,500,,2026-06-21T06:56:40.946591+00:00,data/new_solution/boundary_probe/boundary_20260620_190527/boundary_detail_1973KLU_FRI2786-2790_2_20260620T190913_89e332745cef.html,blank_reaction
http_error_mislabeled_downloaded,1973LES/FER2156-2158:2,1973LES/FER2156-2158,2,https://kinetics.nist.gov/solution/Detail?id=1973LES/FER2156-2158:2,downloaded,500,,2026-06-24T16:10:35.437657+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1973LES_FER2156-2158_2_20260624T161033_f08ad19652a3.html,blank_reaction
http_error_mislabeled_downloaded,1973LIC/OGD69-80:2,1973LIC/OGD69-80,2,https://kinetics.nist.gov/solution/Detail?id=1973LIC/OGD69-80:2,downloaded,500,,2026-06-24T15:57:09.758959+00:00,data/nist_solution/archive/h_20260522T072250Z/detail_rr_20260607T150603_6164f4e09ee0.html,blank_reaction
http_error_mislabeled_downloaded,1973RAO/HAY344-346:48,1973RAO/HAY344-346,48,https://kinetics.nist.gov/solution/Detail?id=1973RAO/HAY344-346:48,downloaded,500,,2026-06-21T06:56:40.946591+00:00,data/new_solution/boundary_probe/boundary_20260620_190527/boundary_detail_1973RAO_HAY344-346_48_20260620T190702_91f1dc45d84c.html,blank_reaction
http_error_mislabeled_downloaded,1973SED/FLE1123-1130:5,1973SED/FLE1123-1130,5,https://kinetics.nist.gov/solution/Detail?id=1973SED/FLE1123-1130:5,downloaded,500,,2026-06-24T16:11:09.033286+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1973SED_FLE1123-1130_5_20260624T161107_ee9db3881a49.html,blank_reaction
http_error_mislabeled_downloaded,1973SIM/NET2662-2667:5,1973SIM/NET2662-2667,5,https://kinetics.nist.gov/solution/Detail?id=1973SIM/NET2662-2667:5,downloaded,500,,2026-06-24T15:56:59.170950+00:00,data/nist_solution/archive/o_20260522T072624Z/detail_rr_20260522T080252_4382bd919eb2.html,blank_reaction
http_error_mislabeled_downloaded,1973STE90-96:3,1973STE90-96,3,https://kinetics.nist.gov/solution/Detail?id=1973STE90-96:3,downloaded,500,,2026-06-24T16:09:46.990958+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1973STE90-96_3_20260624T160945_bb1b4c509b98.html,blank_reaction
http_error_mislabeled_downloaded,1973TAM/BAD435-445:4,1973TAM/BAD435-445,4,https://kinetics.nist.gov/solution/Detail?id=1973TAM/BAD435-445:4,downloaded,500,,2026-06-24T16:06:13.115296+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1973TAM_BAD435-445_4_20260624T160611_2825dcc5337a.html,blank_reaction
http_error_mislabeled_downloaded,1973WAL/ELT848-850:2,1973WAL/ELT848-850,2,https://kinetics.nist.gov/solution/Detail?id=1973WAL/ELT848-850:2,downloaded,500,,2026-06-24T16:08:16.148456+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1973WAL_ELT848-850_2_20260624T160814_4bf124568065.html,blank_reaction
http_error_mislabeled_downloaded,1974BAV/CUN39-46:4,1974BAV/CUN39-46,4,https://kinetics.nist.gov/solution/Detail?id=1974BAV/CUN39-46:4,downloaded,500,,2026-06-24T16:05:16.883474+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1974BAV_CUN39-46_4_20260624T160516_d9cca2c52136.html,blank_reaction
http_error_mislabeled_downloaded,1974CLA/WIT101-107:2,1974CLA/WIT101-107,2,https://kinetics.nist.gov/solution/Detail?id=1974CLA/WIT101-107:2,downloaded,500,,2026-06-21T06:56:40.946591+00:00,data/new_solution/boundary_probe/boundary_20260620_190527/boundary_detail_1974CLA_WIT101-107_2_20260620T190850_db95c84fafd4.html,blank_reaction
http_error_mislabeled_downloaded,1974COH/MEY2559-2564:3,1974COH/MEY2559-2564,3,https://kinetics.nist.gov/solution/Detail?id=1974COH/MEY2559-2564:3,downloaded,500,,2026-06-24T16:10:21.013219+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1974COH_MEY2559-2564_3_20260624T161018_e5622c014d45.html,blank_reaction
http_error_mislabeled_downloaded,1974FIE/ROB49-60:2,1974FIE/ROB49-60,2,https://kinetics.nist.gov/solution/Detail?id=1974FIE/ROB49-60:2,downloaded,500,,2026-06-24T16:02:45.480521+00:00,data/new_solution/boundary_probe/boundary_20260624_155905/boundary_detail_1974FIE_ROB49-60_2_20260624T160243_69003a91655f.html,blank_reaction
http_error_mislabeled_downloaded,1974MOG/MIN512-517:1,1974MOG/MIN512-517,1,https://kinetics.nist.gov/solution/Detail?id=1974MOG/MIN512-517:1,downloaded,500,,2026-07-01T07:33:45.849805+00:00,data/new_solution/boundary_probe/boundary_20260627_103328/boundary_detail_1974MOG_MIN512-517_1_20260627T104731_71484bbf30b6.html,missing_record
http_error_mislabeled_downloaded,1974SCH/PAT369-372:2,1974SCH/PAT369-372,2,https://kinetics.nist.gov/solution/Detail?id=1974SCH/PAT369-372:2,downloaded,500,,2026-06-21T06:56:40.946591+00:00,data/new_solution/boundary_probe/boundary_20260620_190527/boundary_detail_1974SCH_PAT369-372_2_20260620T190557_91bcfbba7e1d.html,blank_reaction
